partida	titulo	ley	rubrica	texto
1	4	47	Que los clerigos no digan en el dia mas de una missa. Ley .xLvija.	Cantar no deue ningun clerigo mas de una misa en el dia. ca bien auenturado es; el que una puede dezir dignamientre. ¶ Pero en el dia de Nauidat. bien puede un clerigo cantar missa tres uezes. La una quando comiençan los gallos a cantar. La otra quando comiença a aluorecer. La otra a hora de tercia. E esto no lo establecio sancta eglesia sin razon. Ca por la primera missa que cantan denoche; se entiende el estado de los omnes que fue ante de la ley. quando todos eran en tiniebras. Onde dize en la prophecia de aquella missa. que las gentes & los pueblos andauan en tiniebras. ¶ E por la segunda que dizen en el alua; se demuestra el tiempo en que eran los omnes so la ley que dio nuestro sennor dios a moysen. Ca estonce comiençan a auer connoscencia de nuestro sennor ihesu xpisto. por los dichos de la ley. & de los prophetas. pero no complidamientre. E en esta significança dizen la missa entre la noch & el dia. & comiença el oficio della; La luz resplandecera oy. ¶ E por la que dizen de dia a ora de tercia; se entiende el tiempo de gracia que es desque uino nuestro sennor ihesu xpisto. en que fueron los omnes alumbrados; el connoscieron uerdaderamientre. E por esso comiença el oficio de la missa. El ninno nos es nascido; & el fijo nos es dado.
1	4	48	Por quantas razones pueden los clerigos dezir la missa dos uezes en un dia. Ley .xLviijª.	Magar dize en la ley ante desta. que ningun clerigo no deue dezir mas de una missa en el dia. si no el dia de Nauidat que puede dezir tres; aun y ha otra razon por que puede dezir missa dos uezes en un dia. E esto serie si despues que la missa ouiesse dicha; muriesse alguno que ouiesse de soterrar. o sil acaeciesse que ouiesse de fazer anniuersario. o de dezir missa de requiem por los muertos. o si despues que ouiesse dicho la missa del dia; sobreuiniesse algun omne onrrado que la quisiesse oyr. assi cuemo Rey. o obispo. o otro prelado. o algun Ric omne sennor de tierra. o si no ouiesse guardado corpus xpisti; pora comulgar a los enfermos. por que no muriesse alguno sin comunion. o si nouios quisiessen fazer sus uodas. & no ouiesse otro clerigo que los uelasse. Por qualquier destas razones. puede el clerigo dezir dos missas en un dia. ¶ Pero si en la primera missa ouiesse somido aquel uino quel echan sobre los dedos quando los laua despues que ha recebudo el corpus domini; no puede despues dezir la segunda missa. & esto es por que no serie ya ayuno. Ca por recebir la hostia & el uino que se faze cuerpo & sangre de nuestro sennor ihesu cristo quando es cossagrado; no se desayuna el omne. E esto por que no es comer del cuerpo; mas del alma. ¶ Otrossi el que cantare missa; no la deue dezir solo. ante deue auer consigo un compannero a lo menos quel ayude a dezir la.
1	4	49	Que no deuen dexar los omnes de oyr las missas del dia por cuydar que es meior de oyr otras. Ley. .xLixª.	Establecido fue en la eglesia por los sanctos padres. que el clerigo no diga mas de una missa si no en dias contados. & por razones ciertas; segund es dicho en las leyes ante desta. E aquella deue seer del dia. quier sea fiesta quier no. E por que y ha algunos que tienen por meior de oyr otras missas. assi cuemo de trinidat. o de sancti spiritus. o de sancta maria. o algunas otras; reprehende los por ende sancta eglesia. & defiende que lo no fagan. por que dexan de oyr las del dia; & quieren oyr otras. no por que sea mal de oyr tales missas cuemo estas; por onrra de dios. & de los sanctos; mas por que yerran en entender lo mal. cuydando que es meior de oyr estas missas. que las otras que son establecidas por los sanctos padres. ¶ E no tan solamientre reprehende sancta eglesia a estos atales que han por costumbre de oyr estas missas. mas aun a los que quieren cada dia oyr el euangelio; Jn principio erat uerbum. cuydando que a meioria en oyr este; mas que en otro.
1	4	50	Quantas cosas son mester en el cosagramiento del cuerpo de nuestro sennor ihesu xpisto. Ley .Cinquaenta.	Cossagrar no deue el clerigo el cuerpo de nuestro sennor ihesu xpisto quando dixiere la missa; a menos de auer estas tres cosas. pan. & uino. & agua. E este pan a que llaman hostia; deue seer fecho de farina de trigo. amassada tan solamientre con el agua sin leuadura. & sin otro mezclamiento ninguno. & deue lo fazer el clerigo muy limpiamientre. E no deue poner uino solo en el caliz; o agua. mas amos los deue y mezclar. E esto por que salio del costado de nuestro sennor ihesu xpisto quandol dieron con la lança; sangre & agua. E deue mas poner del uino; que del agua. E este pan muda se uerdaderamientre en el cuerpo de nuestro sennor ihesu xpisto. & el uino & el agua en su sangre. por el poder de dios. & por las palabras sanctas que dize el clerigo; que dixo nuestro sennor ihesu xpisto en el dia del Jueues de la cena. quando tomo el pan & el uino & dixo a los apostolos. Este es mio cuerpo & mi sangre. E quando estas palabras dize; deue alçar la hostia que la uea el pueblo. E estonce deuen todos ficar los inoios. & alçar las manos a dios; & dezir assi. Adoro te ihesu xpisto & bendigo el to sancto nombre. por que redemist el mundo por tu cuerpo & por tu sangre. o puede fazer otra oracion daquellas que suelen dezir en aquella sazon.
1	4	51	Por que razon deuen ayuntar el agua con el vino en el Caliz. Ley .Liª.	Uino & agua deue el clerigo mezclar en el caliz. quando quiere cossagrar el cuerpo de nuestro sennor ihesu xpisto. E esto es por tal razon. Ca por el uino entiende sancta eglesia la sangre de nuestro sennor ihesu xpisto. & por el agua; el pueblo de los xpistianos. Onde quando ayuntan el agua con el uino en el caliz; entiende se que se ayunta el pueblo de los fieles a ihesu xpisto en quien creen. E por esta razon no deue el clerigo fazer este sacrificio; a menos de uino & de agua. Ca si lo fiziesse con el uino. & no mezclasse y el agua; entendersie que era nuestro sennor ihesu cristo apartado de su pueblo. o si del agua sola sin el uino; començarie a apartar el pueblo de los xpistianos de ihesu xpisto. E por esso no deuen fazer el sacrificio; a menos de seer mezclado en uno; el uino & el agua. Onde el clerigo que tal apartamiento cuemo este fiziesse; farie muy grand yerro. E por ende no deue seer osado de sacrificar el cuerpo & la sangre de nuestro sennor ihesu xpisto. a menos de fazer ante muy grand penedencia daquel yerro que fizo.
1	4	52	Del sacrificio por quien fue primeramientre establecido. & en que dia. & por que palabras. Ley.Lijª.	Ihesu xpisto nuestro sennor uerdadero dios & uerdadero omne. quando quiso prender muerte por saluar el mundo; establecio este sacrificio primeramientre por si mismo en el yueues de la cena; quando comio con sus discipulos. & tomo el pan & el uino en las manos; & dixo les. Este es mio cuerpo que por uos sera traydo. & esto faredes cada que sacrificaredes; en mi remenbrança. E por ende lo uso despues la eglesia de fazer cada dia. por auer los omnes perdon de los pecados que fazen cutianamientre. ¶ E aun sin estas palabras que dixo nuestro sennor ihesu xpisto el jueues de la cena; auie ante desso dicho a sus discipulos. yo so el pan uiuo que descendio del cielo. E qui comiere deste pan; uiura por siempre. E el pan que yo dare sera mi carne por la uida del mundo.
1	4	53	Quantas partes faze el clerigo de la hostia. despues que la ha cossagrada. & por que razones. Ley .Liijª.	Tres partes faze el clerigo de la hostia en la missa; quando la ha cossagrada. & las dos dellas tiene en las manos; & la tercera echa en la sangre cossagrada. E de las dos que tiene en las manos. la una es por dar gracias a dios; por los que son en parayso. & la otra es por rogar le por los que son en purgatorio. E la tercera que mete en la sangre; es por rogar por los que uiuen aun en este sieglo. que les perdone dios sus pecados.
1	4	54	De quales metales se deuen fazer los calizes; por se fazer el sacrificio sin periglo. Ley .Liiijª.	Calizes son llamados aquellos uasos en que fazen el sacrificio del cuerpo de nuestro sennor ihesu cristo. E cuemo quier que primeramientre en el comienço de la fe usaron los santos padres a fazer el sacrificio en uasos de madero. & de uidrio; despues no lo touo por bien sancta eglesia que sacrificassen en ellos por estas razones. Por que el caliz de madero. no es tan cerrado cuemo el de metal. & entrasse por el aquello que y meten. & por ende fincarie en el alguna partida de la sangre de ihesu xpisto. por que el clerigo no la podrie somir complidamientre cuemo deuie. ni otrossi no se podrie bien lauar; que no ficasse y alguna cosa. E otrossi no touo por bien que lo fiziessen en uaso de uidrio. por que es flaco & crieba se de ligero. & serie grand periglo si se uertiesse la sangre de nuestro sennor ihesu xpisto. E por desuiar estos periglos. fue establecido que no fiziessen el sacrificio; si no en calizes de oro o de plata. & esto por onrra del cuerpo & de la sangre de ihesu xpisto. & por apostura de sancta eglesia. ¶ Pero en las eglesias pobres que no pudiessen auer tales calizes como estos; bien los pueden auer de estanno. ¶ E de ningun metal otro que seer pueda; no los deuen fazer. si no de alguno destos tres metales sobredichos. Ca si lo fiziessen de fierro; orinezrie ayna. & no se podrie bien lauar. E demas fazen del armas. con que sacan sangre. & matan las cosas uiuas. por que no conuiene pora tan sancta cosa cuemo esta & tan limpia. E de arambre no lo deuen otrossi fazer. por que es metal que qui usa con el a beuer; dal uoluntad de camiar. lo que deue seer guardado que no acaezca al que recibe el cuerpo & la sangre de nuestro sennor ihesu xpisto. Ni de plomo no lo deuen otrossi fazer. por que es negro en sisse. & tinne siempre. & no se puede bien alimpiar.
1	4	55	De los corporales por que razones deuen seer de lino. & no dotra cosa. Ley .Lvª.	Corporales son dichos aquellos pannos blancos que ponen so el caliz. & con quel cubren quando faze el clerigo la cossagracion del cuerpo & de la sangre de nuestro sennor ihesu xpisto. & no deuen seer de sirgo. ni de panno tinto. mas de lino puro & blanco. E esto es por que nuestro sennor fue embuelto en pannos de lino. quandol metieron en el sepulcro. E otrossi por que cuemo el lino es mucho ferido & crebantado ante que sea blanco; que assi fue nuestro sennor ihesu xpisto muy ferido & penado en este sieglo. ante que entrasse en su gloria. & por dar a entender que por muchos lazerios & grandes trabaios han de passar; los que ouieren de entrar en parayso. E aun por otra razon. por que bien assi cuemo el lino nasce de la tierra. & es la mas limpia semiente que seer pueda. de todas quantas fazen lauor; assi nuestro sennor ihesu xpisto priso carne uerdadera & mortal de la uirgen sancta maria. que fue la mas limpia creatura que nascio ni nascra sobre tierra. por que pudiesse sofrir penas & trabaios. ¶ Pero estos corporales que dixiemos; deue los el obispo bendezir ante que digan missa con ellos.
1	4	56	Que quier dezir missa. & por quantas razones es assi lamada. .Ley .Lviª.	Lamada es missa este oficio que fazen los clerigos quando cossagran el cuerpo & la sangre de nuestro sennor ihesu xpisto. E missa tanto quier dezir; cuemo cosa enuiada. E esto por quatro razones. La una por que el pueblo enuia el clerigo a dios; que ruegue por ellos. La otra por que uerdaderamientre dios enuia y sus angeles que reciban las oraciones del pueblo. La tercera por que dios padre enuio su fijo en este mundo. que recibiesse carne de sancta maria & lo redimiesse. de que fazen y remenbrança sobrel altar. La quarta por que ihesu xpisto fue enuiado deste mundo al padre. pora rogar le por el linage de los omnes; que los perdonasse. E por ende dize el clerigo en la fin de la missa; it missa est. que quier tanto dezir cuemo id uos. ca enuiada es. E magar estas palabras son pocas; grand entendimiento han. Ca tanto quier dezir cuemo o uos fieles xpistianos. seguid la hostia que es enuiada a los cielos. & fazer buenas obras por que merescades ir despues ella quando finaredes.
1	4	57	De las .iij. maneras en que se acaban las missas. Ley .Lvijª.	Acaba se la missa en una destas tres maneras. diziendo el clerigo en la fin della; ite missa est. o benedicamus domino. o requiescant in pace. E esto no es sin razon. Ca en los dias de las fiestas en que cantan. Te deum laudamus. & Gloria in excelsis deo. & alleluia; deuen dezir. ite missa est. que quier tanto dezir cuemo id uos. ca la missa a que uiniestes; acabada es. E el clerigo quando esto dixiere; deue se tornar al pueblo. & todos los que estudieren en la eglesia; deuen estonce responder. deo gracias. ¶ E en los dias que no son fiestas; deuen dezir benedicamus domino. & los clerigos & el pueblo responder deo gracias. E por esto se entiende la bendicion que dio nuestro sennor ihesu xpisto a sus discipulos; quando subio a los cielos. o la que dara en el dia del iuyzio a los buenos. quando les dira. venit beneytos recebir el regno de mio padre. que uos esta apareiado desdel comienço del mundo. ¶ E la tercera manera en que se acaba la missa; es quando la cantan de requiem por las almas de los finados. & dize el clerigo en la fin della; requiescant in pace. que quier tanto dezir cuemo que fuelguen en paz. & deuen los otros responder. Amen. ¶ E por cada una destas tres maneras sobredichas en que se acaba la missa; se entiende que manda el clerigo a los que estan en la eglesia; que se pueden ir. E los que ante se uan que esto sea dicho; yerran en fazer lo. & deue gelo afrontar su prelado o su clerigo. fueras ende si ouiessen ya oydo otra missa. o si lo fiziessen por alguna cosa que no pudiessen escusar.
1	4	58	Del corpus domini que deuen en los clerigos tener pora los enfermos. & como lo deuen guardar. Ley .Lviijª.	Tener deuen toda uia los clerigos el cuerpo de nuestro sennor ihesu xpisto conssagrado; pora comulgar a los enfermos. E pues que sancta eglesia mostro que cosas ha mester pora cossagrar lo; touo por bien otrossi de ensennar cuemo lo deuen guardar. E mando que quando lo quisiessen condesar; quel tomassen muy omillosamientre. & con grand onrra. & lo pusiessen en logar limpio. & apartado. & que fuesse cerrado con llaue. de guisa que no lo pudiesse ninguno tomar; pora fazer alguna nemiga con el. ¶ Otrossi mando que la crisma fuesse guardada; dessa misma guisa. E los clerigos que assi no lo guardassen. que fuessen uedados por tres meses. de oficio & de beneficio. E si por auentura por su culpa no lo guardando acaesciesse algun yerro en estas cosas; que les pusiesse su prelado mayor pena segund touiesse por bien.
1	4	59	En que manera deuen los missacantanos leuar el corpus domini a los enfermos. Ley .Lviiijª.	Enfermo seyendo alguno que quiera comulgar. deue lo enuiar dezir al clerigo missacantano. quel aduga el cuerpo de nuestro sennor ihesu xpisto. que lo quiere recebir. E el clerigo deue lo adozir el mismo. & si no pudiere por enfermedat o por otra premia que aya grande; puede lo enuiar al enfermo por un euangelistero. & non con otro omne uaron ni mugier. E quando lo quisiere leuar deue uestir su sobrepelliça que sea limpia. & leuar lo onrradamientre & con grand temor ante sus pechos. cubierto con panno muy limpio. & deue fazer leuar ante si candela ascenduda. por dar a entender que aquella hostia que lieua; es lumbre uerdadera & durable. E otrossi deue leuar cruz & agua benita. & una campaniella tanniendo. por que entiendan los omnes que uiene. & se omillen a dios en sus coraçones. & cresca la fe en ellos. E en esta manera deue uenir; fasta o llegue al enfermo. E despues que ouiere comulgado al enfermo; deue se tornar a la eglesia. & adozir el mismo el caliz o la cabseta en que leuo el cuerpo de nuestro sennor ihesu xpisto. & no lo deue dar a otro que lo aduga.
1	4	60	Como se deuen omillar los xpistianos al corpus xpisti quando lieuan pora comulgar los enfermos. Ley .Lxª.	Punnar deuen los xpistianos en seruir a nuestro sennor ihesu xpisto de uoluntad & de fecho. E esto no pueden fazer conplidamientre; si nol temieren & nol onraren en quantas maneras pudieren. E pues que mostro sancta eglesia cuemol deuen onrrar quando alçan el so cuerpo en la missa; ficando los inoios antel omillosamientre; queremos nos aqui mostrar cuemo deuen fazer quandol leuare fuera de la eglesia pora comulgar a algun enfermo. E por ende dezimos que quando el clerigo saliere de la eglesia. & leuare el corpus xpisti; que todos los xpistianos que se encontraren con el; que deuen ficar los inoios. E si algunos estudieren caualgando; deuen descender de las bestias. E si tal logar fuere en que no puedan descender dellas; deuen se toller de la carrera por que pueda el clerigo passar con el corpus xpisti; sin embargo ninguno. Ca si los omnes que se encontrassen con el Rey terrennal que fuesse por algun logar a pie; descendrien a el por fazer le onrra; quanto mas lo deuen faze a nuestro sennor ihesu xpisto. que es Rey sobre todos los Reyes. & sennor de cielos & de tierra. ¶ Otrossi tenemos por bien que los primeros xpistianos que se encontraren con el corpus xpisti quando lo sacaren de la eglesia; que uayan con el a lo menos fasta al cabo daquella call ol fallaren. Esso mismo deuen fazer los otros que estudieren enla call. fasta que llegue el clerigo con el a la casa o esta el enfermo. a quien ua a comulgar. ¶ Onde qualquier xpistiano que contra esto fiziesse; errarie mucho contra dios & a la fe. & darie mal exiemplo dessi. & caerie en culpa por que meresçrie grand pena sil fuesse prouado.
1	4	61	Como deuen fazer los judios & los moros quando se encontraren con el corpus xpisti. Ley .Lxiª.	Acaece a las uegadas que los iudios & los moros se encuentran con el cuerpo de nuestro sennor ihesu xpisto. quando lo lieuan pora comulgar a algun enfermo segund diz en la ley ante desta. E por ende dezimos que qualquier dellos o otro que no fuere de nuestra ley o no la crouiere. que se encontrare con el corpus xpisti; que fara bien si se le quisiere omillar assi cuemo fazen los xpistianos. por que esta es la uerdat & otra no. Mas si esto no quisiere fazer; mandamos que se tuelga de la call. por que pueda el clerigo passar por ella desembargadamientre. E qualquier que assi no lo fiziesse; desquel fuere prouado. deue el yudgador daquel logar o acaeciere. meter le en la carcel. & que yaga y fasta a tercer dia. E si otra uez fiziesse contra esto; mandamos quel doblen la pena & que yaga y sex dias. E si por esta pena no se escarmentasse; & fiziesse contra esto la tercera uez; mandamos quel prendan & quel adugan antel rey. quel de tal pena por ende; qual entendiere que meresce sobre tal fecho. ¶ Pero si el Rey fuere tan luenne del logar que esto no puedan fazer; tengan bien recabdado al que lo fiziere & enuien lo dezir al Rey. que mande fazer del lo que touiere por bien. E esto mandamos por dos razones. La una por que los judios & los moros no puedan dezir. que les fazen mal a tuerto en nuestro sennorio. La otra por que los iuezes o los que ouiessen esta iusticia de complir en ellos; no se mouiessen a fazer les mal. por cobdicia de auer lo suyo. o por sabor que ouiessen de les fazer mal en los cuerpos; por razon de la malquerencia que han contra ellos.
1	4	62	Que los clerigos deuen tener las eglesias limpias & apuestas. & todas las otras cosas que son mester para seruir a dios. Ley .Lxijª.	Limpias & apuestas deuen los clerigos tener las eglesias. & todas las otras cosas que son mester pora seruir las. assi cuemo los calizes. & las cruzes. & las uestimientas con que dizen las horas. & todos los otros pannos que ponen por apostura en los altares; & en las paredes. Ca pues que el cuerpo de nuestro sennor ihesu xpisto se cossagra en ella; guisada cosa es que todas las cosas que son mester pora su seruicio; que sean muy limpias & muy apuestas. E estas uestimientas & pannos que son mester pora seruir la eglesia; no los deuen los clerigos dar a los omnes que usen dellos en otras cosas. E quando las uestimientas que fueren beneytas ouieren mester lauar; los diachonos con los menores clerigos de la eglesia lo deuen fazer. E los corporales deuen lauar los prestes en bacines muy limpios; que sean toda uia guardados pora esto. & que no los metan a otros seruicios. ¶ E quando estas uestimientas & estos pannos fueren enuegecidos o rotos de guisa que no sean guisados pora usar dellos; deuen los quemar. & no los deuen uender. ni dar. ni meter los en otras cosas que sean a seruicio de los omnes. Ca lo que es dado pora seruir a dios; no deue despues seer tornado a otra cosa. E esto deue seer guardado; por que no se ensanne dios contral pueblo. el de maiamiento. assi cuemo contecio al Rey Baltasar que tomo los uasos & las otras cosas del templo de iherusalem. & siruio se dellas cuemo no deuie. & destruyo lo por ende nuestro sennor dios. & metio so regno en poder de sus enemigos.
1	4	63	Delas reliquias de los sanctos cuemo deuen seer onradas & guardadas. Ley .Lxiijª.	Ornamientos llaman a aquellas cosas preciadas que tienen la eglesia apuesta & onrrada. assi cuemo dize en la ley ante desta. Pero aquello por que la eglesia es mas onrrada. son las reliquias de los sanctos. cuyos cuerpos fueron canonizados. que quier tanto dezir cuemo otorgados por sanctos de la eglesia de Roma. mas sobre todas lo son mas las reliquias de nuestro sennor ihesu xpisto. & las de sancta maria su madre. E todas estas reliquias deuen tener en logar muy limpio & muy onrrado. & deuen seer muy guardadas & encerradas de tal manera que no las pueda ninguno furtar ni tomar. pora ueer las ni dotra guisa; sin plazer de aquellos que las han en guarda. E no las han de sacar de aquellos logares en que estudieren. pora mostrar las por cobdicia de ganar algo con ellas. Nin las deuen uender. Ca a las sanctas cosas; no les puede ninguno poner precio. & por ende no deuen seer uendudas pues que no pueden dar por ellas cosa que. tanto uala. E cuemo quier que en las cosas temporales tanto uala la cosa cuemo aquello por que es uenduda; esto no es en las cosas spiritales. Onde qualquier que las uendiesse; pecarie mortalmientre ca farie symonia.
1	4	64	Cuemo deuen seer priuados & muy esmerados los que otorga el apostoligo por sanctos. Ley .Lxiiij.	Santo tanto quier dezir; como omne firme. E esta firmeza se entiende sennaladamientre en la fe. Ca aquellos que son bien firmes en ella. de manera que los no pueda uencer ni enbargar los sabores del mundo. ni la fuerça ni la crueldat de los omnes. ni las temptaciones de los diablos; estos atales merecen seer sanctos. Pero ninguno non deue seer assi llamado sin otorgamiento de la eglesia de Roma. Ca el apostoligo deue mandar saber primeramientre de que uida fue el que quisiere otorgar por sancto. si sufrio por amor de nuestro sennor ihesu xpisto muchos trabaios. & si uisco en castidat; & fizo otras buenas obras. E deue saber si era de buena fama; en aquella tierra o moraua. & si era manso & omilloso; & sin mal. Ca en tales como estos enuia dios su gracia. Otrossi deuen preguntar si fue perseguido por amor de dios & por emparar la fe. E han otrossi de saber si fizo miraglos en su uida & despues de su muerte & quales fueron. E quando esto sopieren ciertamientre; puede el apostoligo otorgar le por sancto. con conseio de los cardenales & de los otros prelados que fueren con el. & fazer le fiesta con horas. & mandar le escreuir en el martirogio. E atal cuemo este llaman le canonizado.
1	4	65	Que departimiento ha entre natura & miraglo. Ley .Lxv.	Natura es obra de dios & es assi llamada; por que todas las cosas que so el cielo son; an a passar segund el ordenamiento della. E esto es assi cuemo seer dia & noche. & nascer & morir. & enfermar & sanar. & todo lo al que es usado comunalmientre en el mundo. E esta natura es en dios; & en nos. E en el es por que nos uiene del su poder. E es en nos por que se faze de los elementos que son ya fechos. de que somos nos mismos. & todas las otras cosas que so el cielos son. E a esta natura atal llamaron los sabios natura naturada. Mas otra y ha que es muy mas noble. & es sobre todas las otras. & llaman la en latin natura naturans. que quier tanto dezir; cuemo natura fazedor de las otras naturas. E esta es dios que faze de nada las cosas. assi cuemo fazer alma de la cosa que no es. o fazer miraglos que es cosa que se faze contra natura. por el poder de dios. assi cuemo tornar el alma en el cuerpo del omne despues que es muerto. & fazer le ueuir. & fazer ueer al que nunqua uio. & fazer correr el sol; contra su curso usado de cada dia. & otras cosas muchas que no podriemos contar las todas. E por que tales y ha dellas que acaecen pocas uegadas. por ende son llamadas miraglos. por que es cosa muy marauillosa a los omnes.
1	4	66	Quantas cosas a mester el miraglo pora seer uerdadero. Ley .Lxviª.	Cuatro cosas ha mester el miraglo pora seer uerdadero. ¶ La primera que uenga por poder de dios. & no por enganno. assi cuemo los encantadores que fazen semeiar las cosas dotra guisa que no son. ¶ La segunda que aquella cosa que fiziere; que sea contra natura. assi cuemo resuscitar muerto. o andar sobrel agua. o fazer alguna de las otras cosas que dize en la ley ante desta. ¶ La tercera que auenga por merecimiento de sanctidat. & de bondat que aya en si; aquel que lo faze. o aquellos pora quien es fecho. & no por fuerça de palabras. assi cuemo acaece dalgunos clerigos missacantanos. que magar que ellos sean no tan de buena uida; por la fuerça de las palabras que dizen en la missa; muda se el pan & el uino marauillosamientre en el cuerpo & en la sangre de nuestro sennor ihesu xpisto. ¶ La quarta que aquella cosa que fuere fecha; que sea pora confirmamiento de la fe. Ca si por otra cosa lo fiziesse alguno; no serie miraglo. assi cuemo fazen los omnes por maestria de una cosa otra; con entencion de ganar y algo.
1	4	67	Del sagramiento de la uncion que fazen a los enfermos. Ley .Lxvijª.	Doliente seyendo alguno de enfermedat quel agrauiasse de guisa que se desesperassen de su uida; deuen lo ungir con olio benito a que llaman olio de los enfermos; por que los ungen con ello en la enfermedat quando se quieren morir. E llaman en latin a este sagramiento; extrema uncion. que quiere tanto dezir cuemo el postremero ungimiento. por que lo reciben los xpistianos en la fin de su uida. E esto mando fazer el apostol sanctiago. & que lo fiziessen clerigos missacantanos. segund dize en su epistola. Si alguno enfermare entre uos; faga uenir los prestes de la eglesia que oren sobrel. ungiendo lo con este olio; en el nombre de dios. E esta uncion se deue fazer en siete logares del cuerpo. en los oios. et en las oreias. & en las narizes. & en la boca. & en las manos. & en los pies. & en los lomos a los uarones; & a las mugieres en los ombligos. E por esso la fazen en estos logares; por que son los mienbros con que mas pecan los omnes.
1	4	68	De la uncion que todos los cristianos la deuen tomar. & quantos bienes ganan los que la reciben. Ley .Lxviijª.	Podiendo auer todo xpistiano o xpistiana el sagramiento de la uncion que fazen a los enfermos. segund dize en la ley ante desta; deue lo recebir. & no se deue escusar que lo no tome. Ca si lo fiziesse despreciando lo; farie pecado mortal por que se no podrie saluar. E por esta uncion ganan tres bienes; aquellos que la reciben. El primero que les da dios gracia pora temer le. & pora repentir se de los males que fizieron. El segundo que les mingua sus pecados. Ca tuelle les todos aquellos que llaman ueniales. que quier tanto dezir cuemo que se perdonan mas de ligero que los otros. ca se perdonan por la bendicion de los obispos. & por el agua beneyta. o por ferir se omne en los pechos doliendo se de sus pecados. & en otras maneras muchas. El tercero es que les aliuia de la enfermedat que han. ca les da esfuerço pora no temer tanto la muerte. & conorta los por que sanen mas ayna. ¶ Del sexto sagramiento que es de la orden de la clerizia; fablamos del en el primero & en el segundo Titulo que son despues desto o fabla de los prelados de sancta eglesia; & de los otros clerigos. ¶ E del seteno sagramiento que es de los casamientos; mostramos lo en el quarto Libro o fabla de las desposaias. & de los casamientos.
1	4	69	A quales no deuen dar los sagramientos de la uncion. Ley .Lxviiijª.	Loco llaman a todo omne o mugier; que ha perdudo el seso. E esto es en dos maneras. Ca algunos y ha que nunqua lo ouieron. & otros que lo ouieron & perdieron lo por enfermedat. o por ferida. o por otra ocasion. Onde qualquier que al hora de su fin fuere caydo en tal locura; nol deuen dar el sagramiento de la uncion. Ca el que no ouo nunqua seso; no pudo pecar. E por ende no ha mester este sagramiento. ¶ Pero si aquel que perdio el seso. demando esta uncion ante quel perdiesse; deuen gela dar. Esso mismo deuen fazer si cobrare el seso despues que lo perdio. & la demandare. ¶ Otrossi dezimos que si algun ninno uiniesse a enfermedat ante de tiempo que pudiesse pecar; que nol deuen ungir. por aquella misma razon que dixiemos del sandio.
1	5	1	Titulo quinto del Apostoligo & de los otros prelados de sancta eglesia. que han poder de dar los sagramientos que dixiemos en el titulo ante deste. como deuen seer onrrados & guardados. .Ley .iª.	Fablado a uemos en los Titulos que son ante deste de los articulos de la fe & de los sagramientos de sancta eglesia. cuemo los deuen los omnes creer & recebir por ayuntar se a dios con amor. & pora saluar se con ellos. E agora queremos dezir en este de las personas que les deuen fazer entender estos articulos que dixiemos. & dar les los sagramientos. E estos son los prelados de sancta eglesia que han de mostrar & de preygar la fe; segund el ordenamiento de la ley de nuestro sennor ihesu xpisto. & son tenudos de castigar con spirital pena; los yerros encubiertos que los omnes fazen. E por ende queremos aqui departir por que han assi nombre. & el logar que tienen. & el poder que han. & otrossi las cosas que les pertenescen & cuemo deuen seer onrrados & guardados. E començaremos primeramientre en el apostoligo. & desi fablaremos de todos los otros cada uno por orden segund son.
1	5	2	Que quier dezir obispo. & que logar tienen los obispos en sancta eglesia. Ley .ijª.	Prelados tanto quieren dezir. cuemo adelantados en sancta eglesia. E destos son los mas onrrados los obispos. E magar llaman a algunos dellos patriarchas. & a otros primados. & a otros arçobispos segund dize adelante; Empero todos estos obispos son. cuemo quier que ayan los nombres departidos. E obispo tanto quier dezir; cuemo guardador. Ca sin falla ellos son puestos pora guardar la nuestra sancta ley. por que tienen logar de los apostoles. & an aquel poder mismo que nuestro sennor ihesu xpisto les dio. quando les dixo. quanto ligaredes en tierra; sera ligado en cielo. & quanto soluieredes; sera suelto. E por ende son assi cuemo pilares en sancta eglesia; sobre que se sufre la ley. Ca ellos son mas tenudos que otros prelados; de predicar & de mostrar la a las yentes. & de defender la por razon uerdadera & derecha de los hereges. & de aquellos que la quisiessen contrallar. E por esso les dixo nuestro sennor; uos sodes luz del mundo. Ca assi cuemo la luz alumbra & faze ueer a los que estan en tiniebra; assi la predicacion demuestra & faze entender la uerdat a los que la no saben. E aun les dixo otra palabra vos sodes sal de la tierra. Ca assi cuemo la sal da meior sabor a las cosas en que la meten. & la guarda que se non dannen ni se fagan en ellas uiermes. & si los falla fechos mata los; otrossi las palabras de dios dan a los omnes sabor de amar le. & de guardar se de fazer mal. & matan & no dexan criar a los hereges & a aquellos que quieren dannar la eglesia. E por este poder que dios dio a los appostoles. en que les mostro tan grand amor; dixo les que no eran sieruos mas amigos. & que no eran huespedes ni auenedizos. mas sus naturales & de su casa. cuemo aquellos aqui dio poder de saber las poridades de los sus fechos. Et por esso les dixo. A uos es dado poder de connoscer & de entender complidamientre la fuerça de la palabra de dios. E por ende deuemos tener a los obispos por sanctos. & obedecer los & onrrar los como a aquellos que tienen logar de los appostoles.
