partida	titulo	ley	rubrica	texto
2	18	16	Ley diez & seys en que manera deuen los alcaydes acorrer en tienpo de guerra a los castillos que touieren del rey.	¶ Acorrer deuen los alcaydes a los castillos que touieren del rey si se non açertasen y & fueren a otra parte en tienpo de guerra o de otro peligro Ca todas las otras cosas deuen posponer: & dexar por acorrer a su lealtad E por eso luego que lo supieren deuen venir con onbres & con armas: & con conducho: & con todas las otras cosas que entendieren que les seran y menester porquelos que estuuieren en los castillos no los ayan a desanparar & a perder por fanbre: o por otra mengua. Pero si alguno dellos entendieren que por razon de traer el conducho tardaria tanto que el castillo seria en peligro de se perder. E estonçe todas las cosas deuen posponer & venir le acorrer quanto mas pudieren. E si los castillos que touieren fueren mas de vno deue primeramente acorrer al que entendieren que lo ha menester mas Mas si por auentura todos estuuiesen en egual peligro deue primero acorrer aquel de quien entendiesen que mayor danno podria venir si se perdiese. E si touiere tanta conpanna con que a saluo del castillo se atreua a lidiar con los que se touieren çercado deuelo fazer & si no deue punar en todas las maneras que pudiere de entrar en el de noche o de dia por guardar su lealtad & dar el castillo a su sennor si acorriendolo en qual quier destas guisas fuese muerto o preso maguer el castillo se perdiese no caeria en la pena de trayçion en otra manera no dandolo a su sennor quando gelo demandase faria tal trayçion como aquel que se alça con castillo de su sennor que lo pusieron por ygual de la muerte. E avn adelantaron la los de espanna en sus rieptos que quando alguno riepta a otro primero dize que como quien trae castillo: o mata sennor. E esto fizieron teniendo que por deserdamiento del castillo puede morir & perder quanto ouiere o resçebir grand desonrra en su cuerpo.
2	18	17	Ley diez & siete. como los del pueblo deuen acorrer a los castillos quando los enemigos los çercasen & los conbatiesen.	¶ Acorridos deuen ser los castillos no tan solamente de los alcaydes que los touiesen: mas avn de los otros del reyno que lo sopiesen. E estuuieren en lugar que lo puedan fazer. E esto deue ser fecho por las tres razones que diximos en el comienço de la terçera ley ante desta. E quando asi no lo fiziesen farian grand trayçion & yerro como quien podria guardar su sennor de deseredamiento de sennor & no quiere. E avn mas lo encaresçieron los antigos del deseredamiento de sennor. Ca mandaron que si los enemigos tomasen algund lugar fuerte que fuere castillo para poblarlo o guerrear del que le deuen luego acorrer o estoruar gelo quanto pudieren porquelo no cunplan. E como quier que los que lo no fizieren no caerian en pena de trayçion como por el castillo. Pero seria el yerro tan grande porque se no podria escusar de yazer en grand pena: ca tan fuerte podria ser aquel lugar que poblarian los enemigos que se podria por y perder toda la tierra o grand parte della. E fincaria el rey deseredado: o tan grande podria ser el poder que y entraria porque el Rey podria venir a peligro de muerte o de prison: o de otra grand desonrra. Ca pues que las cosas son aparejadas para fazer danno no pueden los onbres poner medida fasta quanto puede llegar. E por ende los que tal cosa pudiesen escusar & no quisiesen deuen auer muy grand pena. Pero los antigos no les pusieron çierta pena mas touieron por bien que el rey de la pudiese poner en aluedrio de su corte.
2	18	18	Ley diez & ocho. en que manera deuen ser dados los castillos a los sennores cuyos fueren para guardar los onbres su lealtad.	¶ Dicho auemos en las leyes ante desta las tres maneras de como se deuen los castillos resçebir & guardar & defender segund lo pusieron antiguamente en espanna. mas agora queremos mostrar de como estableçieron que fuesen dados a sus sennores & esto se parte otrosi en dos maneras. La primera quando los sennores gelos pidiesen La segunda quando ellos los ouiesen a dar por si maguer no gelos pidiesen. Onde de la primera dezimos que quando el rey quisiere demandar el su castillo al que le touiere de que le deue enbiar su mandadero o su carta que gelo venga dar: & el deue luego venir que el mandado oyese sin tardança ninguna a conplir lo. E el que asi no lo fiziese no se podria escusar de pena de lo conplir si no por dos cosas. La primera por ser el castillo en peligro de se perder. La segunda si fue el mismo preso o enfermo: o ferido de manera que no pudiese venir. E tanto encaresçieron los de espanna fecho de castillo que touieron que por mengua de las otras cosas porque se podria escusar de venir que no se escusauan por ellos aquellos que los castillos touiesen mas que se deuen auenturar a todo peligro por dar los castillos a sus sennores. E touieron que era mucho mejor de prender muerte que caer en pena de trayçion no lo queriendo fazer. Pero si acaesçiese que el rey por oluidança enbiase mandar por qual manera quier que diese el castillo alla ante que viniesse ante el touieron por bien que esto no fuese fecho en ninguna guisa por guardar el peligro que podria acaesçer por falsedad de mandadero o de carta: mas quando fuere ante el si el gelo pidiese deue mandar portero a quien lo de. E despues que el rey gelo metiere en mano deuele preguntar el que tiene el castillo si sera pagado del dandole aquel castillo nonbrando aquel portero: & desque el rey respondiere que si deue dezir a los que y estuuieren antel que sean ende testigos & yr se entonçe con el portero & entregarle el castillo de manera que pueda libremente resçebir & dar al que lo ouiere de tener. pero este portero no lo deue resçebir fasta que sea delante el alcayde que lo ha de tomar o aquel a quien diere por mano que lo resçiba por el. E quando le entregare al portero deuele dar con el todas las cosas del almazen del & las otras quales el mandare conprar: o el preçio que les diere por ellas si las no ouiere conprado. & eso mismo dezimos que deue fazer todas las otras cosas que deuen dar con el castillo sacadas las que ouiesen despendido en guarda del castillo ca aquellos no gelas deue el rey demandar ante las deue pechar & emendar aquellas que ellos mismos y ouiesen metido de lo suyo por falta de lo quel rey les ouiera a dar ca assi como el rey deue auer queerella dellos por el mal & el danno que ouiesen fecho en el castillo & fazer gelo emendar & pechar assi les deue gradeçer el bien que en el fizieren & pecharles & emendarles lo que y metieren de lo suyo & demas deue fazerles onrra & algo sennaladamente por ello.
2	18	19	Ley diez & nueue. porque razones no esta mal al alcayde en no dar el castillo por mandado de su sennor maguer aya resçebido portero del rey.	¶ Maguer en la ley ante desta auemos dicho que si no da el castillo al sennor quando lo demandare es vna de las mayores trayçiones que ser pueda. Pero dos cosas ya porque no cae en ella el que lo fiziese ante touieron los antigos de espanna que faria lealtad. E la vna es quando alguno aduxiese con trayçion & falsamente mandaderia o carta assi como dize en la ley ante desta al que ouiese el castillo que gelo diese. E la otra es quando aquel que touiese el castillo entendiendo que el otro que lo auia de resçebir teniendo tan poca conpanna que no lo podria con ella guardar & que se podria el castillo por y perder. Ca por guardar bien su lealtad touieron por derecho que no gelo diese seyendo en tienpo peligroso porque el castillo se ouiese a perder maguer el rey gelo ouiese mandado asi como derecho es a menos de le enbiar aperçebir primeramente dello. Pero esto no touieron por bien que se fiziese por palabra de aquel que touiese el castillo ni del portero que lo auia de resçebir porque podria ser que serian amos de vna fabla. Mas deue el que el castillo tiene llamar onbres buenos de quien faga testigos & mostrarles la razon porquelo no da & enbiar eso mismo a dezir al rey por su carta. E si sobre esto le enbiare el rey otra vez su carta en que gelo mande dar deue conplir su mandado en todas guisas ca dende en adelante que quier que le acaezca del castillo no le esta mal en darlo pues que aperçibio su sennor & a resçebido el portero & su sennor tiene por bien en todas guisas que le de.
2	18	20	Ley veinte. en que manera deuen los alcaydes enplazar los castillos quando los sennores son en culpa no los queriendo tomar.	¶ Sennalada pena ya que fue puesta antiguamente en espanna para dar el castillo maguer non lo pida el sennor assi como mentamos en la terçera ley ante desta. E esto es quando lo enplaza & por que esto es como desanparamiento del cataron los antigos manera porque los sennores no fuesen deseredados dellos ni cayesen en blasmo ni en pena los que los dexasen. E por ende touieron por bien que los pudiesen enplazar aquellos que los touiesen. E estos enplazamientos pueden ser sobre quatro cosas. & las dos dellas vienen por culpa del sennor. E las otras dos cosas por culpa del vasallo. E las del sennor son estas. La primera no queriendo tomar el castillo a aquel que lo touiese sabiendo çiertamente que no lo podria tener. Ca este seria el mayor mal quel sennor puede fazer al vasallo quando el diesse carrera para fazer cosa porque cayesse en trayçion. E por ende touieron por bien que el vasallo quando esto entendiesse ouiesse poder de enplazar el castillo a su sennor. E la segunda razon es quando el sennor no quisiesse dar para tenençia del castillo lo que ouiesse puesto con el queriendole fazer despender lo suyo. Ca esto es cosa que esta mal al sennor quando quiere por tal enganno fazer perder al vasallo lo que ha. E porende touieron por bien que por tal razon commo esta pudiesse otrosi el vasallo enplazar el castillo a su sennor. E porque la razon primera de aquel que no pudiesse tener el castillo es mas peligrosa que la otra por eso touieron por derecho que el enplazamiento fuesse mas cuytoso. E pusieron que fuese fecho de manera que aquel que touiere el castillo viniese al rey & le dixiese en poridad como no podia tener el castillo en ninguna manera mostrandole derechas razones & conuenientes porque lo no puede tener. E si entonçe no le quisiese mandar resçebir el castillo deuegelo dezir otra vez ante algunos de aquellos que entendiere que son mas de su conseio asi como la primera vez fizo. E si por todo esto no le quisiesse dar quien lo resçebiesse deue gelo dezirla terçera vez por su corte ante los mas onbres & mejores que y pudiere fallar de que faga testigos: & pedirle por merçed ante ellos que gelo mande tomar mostrando las razones sobredichas por que no lo puede tener & si avn por todo esto no quisiesse mandar resçebir el castillo puede gelo enplazar luego que lo mande tomar a nueue dias E si por auentura fuesse enfermo o ouiesse otro enbargo porque lo no pudiesse venir dezir lo enbiando alguno que sea fidalgo derechamente que lo diga por el tanto vale como si el mismo lo dixiesse.
2	18	21	Ley veinte & vna. que deue avn fazer el alcayde despues que ouiere enplazado el castillo.	¶ Afrontado auiendo el alcayde al rey que tomasse el castillo assi como dize en la ley ante desta. si no le diese luego quien lo resçebiese ni enbiasse tomarlo fasta nueue dias deue el que lo tiene estar en el terçero dia despues deste plazo. E si no enbiare avn quien lo resçiba deue llamar onbres buenos de caualleros & onbres de orden & labradores de los mejores que fueren en el castillo si los y ouiere. E si no de los otros que pudiere auer de los otros lugares que fueren mas açerca. E deueles dezir como passa aquel fecho con su sennor en razon de aquel castillo. E mostrarles otrosi lo que y dexare de lo que le dieron por guarda del que no auia despendido assi como diximos en las leyes ante desta. E otrosi que dexa ay en el de lo suyo. E si por auentura ninguna otra cosa en el castillo no ficase sennaladamente y deue dexar a lo menos can & gato & gallo: & çedaço & artesa & olla: & algunas otras preseas de casa para mostrar quel touiera sienpre basteçido & que todo se despendio en guarda del castillo si no estas cosas sennaladas que y fincaran pero esto deue ser fecho verdaderamente sin mala razon & sin enganno & despues que esto ouiere fecho deue sacar ante si toda su conpanna & sallir el postrimero que todos & çerrar las puertas del castillo con su llaue ante los testigos que dixmos: & darla llaue al rey si fuere açerca & en lugar que lo pueda fazer en saluo: & esto por sennal del castillo que le ouiere a dar si gelo quisiera auer tomado. & si esto no pudiere fazer temiendose que le tomarian la llaue en el camino que se podria perder el castillo deue esta razon mostrar a los que estuuieren & echar la llaue sobre el muro dentro en el castillo ante ellos todos & despues que todo esto fuere fecho si ouiere villa fuera del castillo deue fazer repicar las canpanas. & llegar a conçeio: & mostrar les como lo dexa: & porque razones. E si villa y no ouiere deuelo fazer en dos o en tres lugares poblados de aquellos que fuessen mas açerca del castillo en que aya eglesia: o conçeio porque los onbres sepan como el castillo finca desanparado: & que puedan y tomar conseio ante que su sennor lo pierda & enplazando el castillo desta guisa: & faziendo todas estas cosas dichas son maguer el castillo se perdiese despues desto no caeria en pena ninguna el que lo touiese por que la culpa seria del sennor & no del.
2	18	22	Ley veinte & dos. como el alcayde puede enplazar el castillo no le queriendo dar el sennor lo que le ouiese a dar por la tenençia del.	¶ Tardando el sennor al vasallo aquello que le ouiesen a dar por la tenençia del castillo no gelo queriendo dar por fazerle despender lo suyo asi como dize en la ley ante desta puede gelo enplazar & dexar en esta misma guisa que diximos del otro. fueras ende que los plazos deuen ser mas luengos porque no es tamanno peligro deste como del otro quanto es menor perdida del auer que de lealtad. Pero este deue dezir al rey primeramente en su poridad como no puede tener el castillo mostrando razones derechas porque no assi como diximos del otro & pediendo merçed que gelo mande tomar. E si por la primera vez no gelo quisiere mandar resçebir deue gelo dezir otro dia ante algunos de su conseio en essa misma manera. E si avn por eso no gelo mandase tomar deue gelo afrontar al terçer dia ante su corte despues desto deue gelo dezir cada dia vna vegada fasta nueue dias. E si por todo esto no le quisiere dar quien lo resçebiesse deue gelo enplazar por treynta dias: & si acabo de los treynta dias no le diese por mano quien lo resçebiesse ni enbiase despues deue avn tener el castillo nueue dias. & despues terçer dia. E conplidos estos plazos todos deuele dexar el castillo en la manera que diximos del otro.
2	18	23	Ley veinte & tres. que es lo que deue ser guardado quando los alcaydes enplazan los castillos como no deuen.	¶ Culpado es mucho el sennor quando faze contra el vasallo cosa porque le deue enplazer el castillo que tiene del segund en las dos maneras que diximos en las leyes ante desta. Mas otras dos que fazen los vasallos algunas vegadas contra los sennores que touieron los antigos que era mas culpa porque la vna es llanamente aleue. E la otra trayçion conosçida. E sin falla grand aleuosia faze el que quiere dexar el castillo a su sennor podiendo gelo bien tener por sabor de leuar del algo faziendo le entendiente que no ge lo ternia otro tanbien: & encaresçiendo gelo de manera que el sennor no gelo podria conplir: & esto quier fuesse verdad: o mentira solamente que por tal entençion lo faga. Pero esto no seyendo en tienpo de peligro porque el castillo se pudiesse perder. Ca estonçe el vasallo en ninguna manera no lo podria fazer si lo fiziesse & el castillo se perdiesse por ello faria trayçion por que deue auer tal pena como quien faze perder castillo a su sennor. Pero si fuere en tienpo de paz & gelo quisiesse dexar avn que lo fiziesse con este enganno assi como sobredicho es non lo puede fazer a menos degelo enplazar primeramente en la manera que diximos en la ley ante desta de aquel que deue auer mas luengos plazos quando enplazare el castillo. Mas el otro que le enplazare porquele perdiesse el sennor este faria muy grand error. E esto seria quando el supiesse alguna razon porque el castillo se podria perder de que el sennor no fuesse sabidor. Ca maguer ge lo quisiessen dexar sobre aquella entençion non lo puede fazer a menos de gelo enplazar conplidamente assi como de suso diximos. E pues que assi lo ouiere enplazado puede gelo dexar en la manera que de suso diximos: & mostramos. Pero con todo eso es traydor el que lo fiziere assi maguer non gelo sepa ninguno porque lo faze en mala entençion assi quando le fuere sabido deue auer tal pena como quien da carrera porque su sennor perdiesse el castillo de quel era tenedor E no tan solamente es traydor por perder se el castillo teniendo lo el assi como sobredicho es Mas avn lo seria perdiendolo otro que despues lo touiesse por aquella razon que el encubriera falsamente.
2	18	24	Ley veinte & quatro. como se deuen enplazar & dar los castillos que son dados en fieldad.	¶ Trabaiar se deuen mucho los que touieren castillos de sennor de saber las maneras en como los han a dar quando gelos demandaren. que enplazen quando dexar los ouieren assi como diximos en las leyes ante desta. Pero que ya otras maneras de que no auemos fablado queremos las agora mostrar: & estas son dos. E la primera es de los castillos de fieldades que ponen los reyes entre si por razon de amor & de posturas que aya prometido: o iuradas de se tener vnos a otros. La segunda de los castillos que con quieren los que son en su sennorio del rey: & de los castillos de fieldades dezimos que se han de resçebir por portero & tener segund las posturas que entre los Reyes fueren puestas. Mas no se deuen dar desta guisa segund fuero de espanna. Ca si por auentura acaesçiesse que aquel Rey cuyo vasallo natural fuesse el que touiesse el castillo errase contra el: o otro rey no le guardando los pleytos que con el ouiesse puestos. E aquel Rey que touiesse que resçiebiesse tuerto le demandasse el castillo que gelo diesse segund los pleytos que eran entre el & el otro rey no gelo deue dar aquel que lo touiere catando el vasallo: a la naturaleza que ha con su sennor por non le deseredar del. Mas deuelo dar a su sennor natural maguer el pleyto. & la postura digan de otra guisa. Pero esto no deue fazer si no quando el sennor cuyo natural fuere gelo pidiese muy afincadamente diziendole: o faziendole dezir por ello mal. E esto non vna vez nin dos: mas fasta nueue dias diziendo gelo cada dia por corte: o en lugar que lo oyan muchos que de aquel plazo en adelante quanto lo touiere que sea traydor por ello fasta que gelo de. E passados los nueue dias deuele enplazar el castillo conplidamente en la manera que sobredicha es. E este enplazamiento deue fazer por tres razones La primera por catar que le de guisa a su sennor que non le este mal. La segunda por que lo pueda fazer saber al otro Rey a quien fiziere omenaie que lo faze a furto & que pueda y tomar conseio. La terçera porque pueda ser lo suyo en saluo por el omenaie que ha fecho a amos los Reyes.
2	18	25	Ley veinte & çinco. por quales razones defendieron los antigos que no rebtase el rey a su natural.	¶ Uoluntad auiendo el Rey de dezir mal a su natural si non le diesse el castillo que touiesse en fieldad fasta nueue dias: assi como dize en la ley ante desta. non touieron por bien los antiguos que el reptase por si mismo mas que le diese vn cauallero que lo dixiesse por el. E esto fizieron por dos razones. La vna por que el sennor non perdiesse el castillo non gelo queriendo dar el que lo touiesse por miedo de no ser quito de la trayçion maguer lo quisiesse dar: & lo diesse. E la otra por onrra del Rey: porque si aquel que le touiesse el castillo lo diesse a su sennor & pidiese despues que le fiziesse emienda del mal que le auian dicho conuiene por fuerça de derecho que aquel que gelo dixiera que despues dandolo auia que era bueno & leal. E porque esta palabra es tanto como desmentir se por ende non touieron: por bien los antigos de espanna que el Rey lo dixiesse. Mas aquel que su sennor natural demandasse el castillo tan afincadamente deue gelo dar en todas guisas auiendo enplazado assi como sobredicho es. Pero mostrando toda via que es mucho agrauiado del. E desta guisa faziendo non yaze en culpa a su sennor nin al otro Rey pues que con tienpo gelo fizo saber. E quando el castillo ouiere a dar deue tomar portero a quien lo de asi como lo resçebio.
2	18	26	Ley veinte & seys. como deue fazer el que touiese castillo de fieldad despues que lo ouiese dado a su sennor.	¶ Dando el castillo de fieldad a su sennor natural el que lo touiesse. assi como dize en la ley ante desta si el otro gelo pidiesse deuese escusar del con buena razon si la pudiere fallar: o gela cupieren. Mas si por auentura aquel Rey que gelo pidiere non gelo quisiere caber. & el demandasse el castillo tan afincadamente que le reptase por ello diziendole o faziendole dezir que era traydor por que le diera a otro auiendo lo a el a dar estonçe deue yr a aquel Rey. & amostrarle que fizo su derecho en su castillo a su sennor natural por non le deseredar. E dezir le otrosi que porquel fizo el omenaie que se mete en su poder & en su merçed. E faziendo desta guisa aguardara su derecho tanbien al vn Rey como al otro porque ninguno non le pueda dezir mal con razon.
2	18	27	Ley veinte & siete. como el que touiere castillo en fieldad que le diese al otro rey maguer gelo mandasse su sennor.	¶ Mandando el sennor natural al que tiene el castillo del en fieldad que lo diesse al otro Rey con quien auia la postura. E esto avn no touieron por bien los antigos que lo fiziessen: a menos de gelo enplazar conplidamente assi como sobredicho es. E maguer todos los plazos sean passados con todo esso non lo deue dar al otro Rey mas al portero de su sennor que le diesse sennaladamente para esto: & deue lo assi fazer por que su sennor mandara dar el castillo al otro rey non cayga en blasmo nin lo puedan reptar despues porque le dio.
2	18	28	Ley veinte & ocho. como deue fazer del castillo de fieldad el que lo tiene de naturaleza o de vasallaje con vn rey & non con otro.	¶ Acordandose amos los Reyes de dar el castillo de fieldad atal que ouiesse debdo de naturaleza: o de vasallaje con el vn Rey: & non con el otro. E si despues desto el Rey cuyo fuere el castillo errasse al otro: o le quebrantase los pleytos errasse al otro que ouiesse con el. E por aquesta razon aquel rey que resçebiesse el tuerto demandasse el castillo: o aquel que era su naturaleza en la tierra si non su lealtad: & su verdad: o aquellas cosas que los reyes les diessen: o ganasen: o fiziessen de nueuo por su plazer: o con su mandado. E esto fizieron por ser sienpre bien auenidos con sus sennores guardando su lealtad contra ellos conplidamente de manera que non ouiessen a errar entreuiniendose en sus fortalezas ni otrosi los sennores no ouiessen de fazerles mal por el danno & pesar que resçebiessen dellos. E por esta fiança que ouieron en los sennores fue les otorgado que las cosas de los onbres fuessen aguardadas como castillos pues que la segurança del sennor tomaron por fortaleza. E ninguno non las osasse quebrantar nin forçar por poder que ouiesse. E qualquier que se atreuiese de fazer lo que deue auer pena por qual fuere el yerro abien vista del Rey: & de la corte. E por esta misma razon pusieron que todo su vasallo que no fuesse su natural: que quando quier que ganasse villa o castillo: o otra fortaleza en su conquista do quier que la pudiesse ganar que gela diesse por razon de sennorio si non que fuese traydor por ello como aquel que desereda a su sennor. Mas si el esto ganasse non seyendo vasallo del rey: touieron por bien que lo diesse al otro sennor cuyo vasallo fuesse. Pero esto a pleyto que lo de al rey. E si desto non fuesse seguro que el mismo gelo diesse: E esto touieron por bien porque non deseredasse al rey cuya natura ouiese. E otrosi porque guardassen a aquel su sennor de yerro de manera que non ouiese de errar contra el rey que es mayor su sennor. E el que contra esto fiziesse faria grand trayçion porque meresçia auer la pena sobredicha. E avn pusieron mas que si alguno que fuesse natural suyo: & su vasallo ouiese castillo de su heredamiento por donaçion de sennor: o por conpra o por otra manera qualquier & lo perdiesse por su culpa. E despues lo cobrasse que si el rey gelo pidiesse que fuesse tenudo de gelo dar por razon de vasallaje tal enganno como este non touieron por bien los antigos que valiesse. E por toller lo pusieron que quando el Rey lo supiesse que por tal enganno fuera fecho que cada que el gelo demandase que fuesse tenudo de gelo dar maguer fuese vasallo de otro: & el que non lo fiziere deue auer la pena sobredicha. Mas si este natural: & non su vasallo maguer cobrasse tal castillo como este que fuesse ante suyo non seria tenudo de gelo dar como quier que por derecho le deue dar todos los otros que despues ganare por razon de la naturaleza que ha con el. E si lo non fiziesse deue auer aquella misma pena. E si porauentura fuesse vasallo de vn Rey: & natural de otro: & ganasse algund castillo en la conquista de aquel cuyo natural fuesse si gelo demandase estonçe su sennor non gelo deue dar nin tornar al Rey cuyo natural es en ninguna manera. fueras si le ouiesse ante fecho cosa que con derecho se le pudiesse desnaturar. Onde quien errase en alguna destas cosas meresçe auer la pena que de suso diximos. E pusieron avn mas que si alguno engannosamente se despidiesse o se desnaturasse del Rey auiendo fablado: o puesto de ganar algund castillo: o fortaleza que fuesse en sennorio: o en conquista de aquel cuyo vasallo & natural era que por se partir del desta guisa o se desnaturar del si lo ganassen despues mandaron que gelo diessen bien assi como si fuesse su vasallo. E esto fizieron porque el enganno non se perdiesse nin se desnaturasse de su sennor si non por grand razon & muy derecha que fuesse primeramente mostrada en su poridad. E despues afrontada por corte fasta tres vezes & quien de otra guisa lo fiziesse non valdria nada: & caeria en la pena que dicha es.
2	18	29	Ley veinte & nueue. como deuen fazer de los castillos de fieldad aquellos que los tienen: & non son vasallos nin naturales del vn reyno nin del otro.	¶ Acaesçiendo que aquellos que touiessen los castillos de fieldad non fuessen vasallos ni naturales del vn rey ni del otro. mas que fuessen tomados por auenençia de amas las partes: cada vno destos bien puede dar el castillo que touieren aquel rey que resçebiesse tuerto pero deuelos afrontar a amos primero si lo pudiere fazer: & despues enplazar le aquel que con derecho lo deue auer. Ca estonçe puede fazer esto que auemos dicho sin mal estança. mas el que fuese su vasallo: o su natura dezimos que lo non puede fazer maguer dixiesse que se desnaturaua del. Ca por derecho non se puede ninguno desnaturar de su sennor si ante no fiziese porque: onde los que enplazassen o diessen los castillo de fieldad que touiessen assi como sobredicho es en esta ley: & en las sobredichas: non caerian en blasmo porque les pudiessen dezir mal con razon & los que de otra guisa fiziessen caerian por ende en pena de traydor como aquellos que deseredan a su sennor natural: o dan castillos como non deuen.
2	18	30	Ley treynta. porque razones deuen tomar con derecho los castillos de fieldad los que los touieren.	¶ Guardados deuen ser los castillos que son puestos en fieldad de que fablamos en la ley ante desta non tan solamente de aquellos que los touieren. Mas avn de los Reyes por quien los tienen. E bien assi como ellos son tenudos de los guardar & de los defender de los enemigos. bien assi lo son desi mismos. Ca non los deuen tomar por algund enganno nin por fuerça: nin consentir a otro que lo faga: ca si lo fizier seria la culpa suya & non de los que lo touiessen. Pero tres razones y ha porque touieron los antigos que gelos podrian tomar con derecho. La primera quando los reyes fuesen auenidos para tollerlos a aquellos que los touiesse: & darlos a otros que los diesen porteros que los fuesen a resçebir & onbres sennalados: & a quien los entregassen: Onde si aquellos que los touiesen estonçe non los quisiessen dar. bien gelos pueden los reyes tomar por fuerça: o furtar en otra manera qualquier: & mayormente aquel en cuyo sennorio fuessen: E quando los assi tomasen farian derecho: ca los que lo perdiessen fincarian por traydores por que non los quisieron dar quando gelos demandauan: & deuen auer tal pena como aquellos que rebellan con los castillos a sus Sennores deuiendo gelos dar por derecho & por pleyto porque meresçiessen perder los cuerpos & quanto han. La segunda razon es quando dixiessen que los darian & tomassen plazo para ello & entre tanto bastesçiesen los castillos de onbres & de armas & de viandas. metiendo y mas de aquello que deuen y tener para guarda del & de lo que les el rey diera para tener en su bastimento. ca por tal razon otrosi bien gelo pueden tomar. Porque se muestra que se basteçe por non gelo dar: o por fazer dellos guerra. La terçera quando los que touiessen los castillos robassen manifiestamente la tierra de su sennorio: o fiziessen otro danno en ella non en sus enemigos si los ouiessen si despues non quisiessen dellos fazer emienda. assi como el rey fallase por derecho. Ca estonçe bien puede tomar por tal razon como esta & fazer entregar todo el danno que ouiesse fecho doblado & esto es porque aquellos que touiessen los castillos de fieldad non deuen dellos fazer otra cosa. si no guardar los para conplir dellos aquello porque lo metieron en su fiança. Pero ante que los castillos les manden tomar deuen enbiar a dezir a aquellos que los touieren que ge los den & fagan emienda del danno que dellos ouieren fecho. E si esto del dia que lo supiere fasta Nueue dias non lo quisiesse fazer. Dende adelante puede gelos tomar: Assi como dicho es Onde por estas tres razones fallaron los antigos que pueden tomar los sennores los castillos de fieldad a aquellos que dellos los touieren: sin ninguna mal estança: & no por otra ninguna. Onde qualquier sennor que de otra manera lo tomase faria muy grand aleue como aquel que quiere caer sin derecho en yerro de trayçion.
2	18	31	Ley treynta & vna. porque razones se pueden los reyes tomar los castillos los vnos a los otros que auian metido en fieldad & por quales maneras se los tornan si los han de tornar.	¶ Tomar se pueden los reyes segund vso de espanna los castillos que se ouieren metido en fieldad. & esto por dos razones & no mas La primera es quando alguno dellos quebrantasse al otro la postura que ouiessen desovno. Porque los auia puestos en mano de fieldad & aquel a quien fue quebrantada lo afrontasse al otro enbiando gelo amostrar por su corte treynta dias. & nueue dias & avn tres mas. Ca si a ninguno destos plazos non gelo quisisse emendar Si dende adelante prisiesse aquellos por qual manera quier fincarian por suyos. La segunda quando sennalassen tal guerra entre ellos que se ouiesen a guerrear el vno al otro manifiestamente. Ca estonçe el que tomare el castillo de fieldad al otro sera suyo quitamente. pues que el amor y non fuesse porque eran las fieldades puestas: & mas si acaesçiesse que amos los Reyes se açertassen a tomar el castillo a aquel que lo touiesse en fieldad dellos por alguna de las tres razones que dize en la terçera ley ante desta. E touieron por bien los antigos que diesen luego tal onbre que touiesse por ellos & supiese guardar a cada vno su derecho segund los pleytos que desovno ouiessen & si ganare el castillo pueden amos acordar paralo dar atal onbre que lo tenga por ellos como sobredicho es & mas si por auentura lo tomasse el otro en cuya tierra no fuese non lo deue tomar para si. mas darlo luego a aquel Rey cuyo es. & desi dar amos onbres sennalados que los tengan por ellos en la manera que de suso mostramos: E todos los sabios antiguos de espanna se acordaron en esto que por otra ninguna razon no pueden tomar los Reyes los castillos de fieldad: vnos a otros que los non ayan luego a tornar para ser guardadas las posturas que entre si ponen si non por las dos razones que mostramos en el comienço desta ley & el rey que de otra guisa los tomasse si el pleyto quebrantasse al otro que caeria en la pena de dicho o de fecho que en el fuere puesta & faria mal estança porque tal como este caeria en blasmo de la gente contra en su verdad.
